TargetCode,HostCode,Amount
CAN, KOR ,41679613.61
TZA, CHE ,41606945.35
MAR, MWI ,41585744.86
TZA, NLD ,41578190.06
BGR, FRA ,41561200.01
COD, CAN ,41436781.01
NCL, CAN ,41429447.07
SWZ, DNK ,41426556.39
MAR, ZWE ,41267840
BGR, MDA ,41156450.01
NGA, USA ,40949000.85
ARM, AZE ,40892172.32
CHE, FRA ,40885408.14
SYC, GIN ,40837521.47
KOR, DNK ,40797068.41
VCT, ARE ,40770414.53
AUS, IRL ,40631984.98
CZE, ESP ,40481699.7
FRA, BRA ,40480415.3
IRL, DEU ,40431065.66
KWT, IRQ ,40277221.97
IND, AUT ,40237242.11
ALB, DEU ,40230096.05
FRA, MEX ,40216515.23
JPN, NZL ,40209602.69
SOM, MOZ ,40190570.27
ARE, PHL ,40159822.57
KOR, SWE ,40040245.54
SOM, PRT ,39787366.78
ETH, SDN ,39544366.86
JOR, DEU ,39499462.27
PRY, AUS ,39353783.78
DZA, GBR ,39342645.98
BDI, TZA ,39341270.84
IRN, NOR ,39323568.89
CMR, DEU ,39209844.1
SLB, EGY ,39158463.39
ARM, DEU ,39096627.46
FRA, MCO ,39053470.73
KNA, USA ,39036095.39
SLB, NOR ,38971712.92
UGA, PRT ,38895464.57
ESP, NOR ,38845875.55
DEU, LUX ,38719511.96
ETH, SAU ,38634743.04
MYS, JPN ,38605077.11
ROM, AUS ,38546526.67
LKA, USA ,38424361.85
ZAF, IRL ,38399044.78
UGA, FRA ,38182240.66
GRC, BEL ,38159980.66
IRN, DNK ,38155954.06
GRD, GBR ,38097015.99
KHM, CAN ,38021023.21
AZE, ISR ,37909405.8
PER, BEL ,37862071.83
IRN, AUT ,37739190.29
HUN, SWE ,37681310.27
EST, USA ,37672309.24
CHE, PSE ,37646058.85
TZA, DNK ,37595831.23
FIN, NLD ,37580825.82
KEN, AUS ,37537455.29
MDA, ROM ,37527146.9
PRY, ARG ,37407301.12
IRQ, FIN ,37388551.05
LBN, BEL ,37387305.42
ERI, ITA ,37308616.42
MNP, DEU ,37203509.44
BIH, FRA ,37168552.85
PRY, DEU ,37102686.29
EGY, BHR ,37098474.54
IRN, BHR ,37098474.54
MAR, TZA ,37080013.04
GHA, ESP ,37003415.39
ARG, CHL ,36977454.18
VCT, CAN ,36933739.68
ITA, LUX ,36932272.09
PER, DNK ,36920893.94
GAB, FRA ,36830656.92
SLB, SAU ,36789648.99
POL, AUS ,36730198.19
QAT, NLD ,36607743.89
ARE, DNK ,36562501.16
IND, BTN ,36497413.24
ARM, FRA ,36492760.98
MRT, FRA ,36492760.98
NAM, JPN ,36450262.21
CHL, DEU ,36441762.78
COL, AUS ,36326569.64
SLV, AUS ,36326569.64
TGO, AUS ,36326569.64
PER, SWE ,36306036.4
OMN, JPN ,36248278.66
IRQ, YEM ,36117178.94
AUT, ITA ,36092957.13
COL, NLD ,36040990.26
CHE, LBY ,35991950.95
ARE, PRT ,35775583.53
AUT, CZE ,35677823.51
ROM, JPN ,35667575.96
VCT, GBR ,35618632.11
ARE, GRC ,35548656.23
ISR, DEU ,35478225.42
IND, PRT ,35386486.75
SUR, ZAF ,35287236.3
GBR, ECU ,35227667.89
FIN, ITA ,35206085.61
TUN, MKD ,35166745.13
CAF, FRA ,35141177.24
VUT, CAN ,35132034.22
PER, FRA ,35108805.01
VEN, CHE ,35095254.78
HUN, CHE ,35076872.16
URY, KOR ,35016906.2
KOR, NOR ,34894215.45
GIN, CIV ,34884534.59
CZE, FRA ,34883457.21
FSM, USA ,34880889.54
EGY, ISR ,34838186.84
CAN, PRT ,34709564.95
MLI, NGA ,34700745.71
JPN, ITA ,34700355.51
CUB, DEU ,34473225.63
NAM, THA ,34425814.7
MHL, USA ,34273452.75
BRA, PRY ,34188908.12
ROM, FIN ,34167882.2
PER, JOR ,34156719.18
STP, CAN ,34102837.47
ISR, GBR ,34096959.85
SGP, CAN ,34096445.72
BLR, LTU ,34081556.25
GRC, FRA ,34080625.76
SLB, NLD ,34073329.28
NZL, ESP ,33926806.21
MKD, TUR ,33895666.44
PHL, KAZ ,33856903.89
ESP, JPN ,33758442.98
URY, USA ,33674990.69
OMN, IRL ,33544424.03
PER, GUM ,33357736.67
SLB, DNK ,33340185.29
QAT, CHE ,33239552.59
AUS, MYS ,33132917.11
BGD, ESP ,32909809.25
CZE, IRL ,32804149.65
ARG, FRA ,32784517.05
MOZ, JPN ,32700942.56
FRA, AUT ,32401669.76
POL, NLD ,32373068.38
UGA, CZE ,32296236.92
TUV, CAN ,32284019.47
HKG, NZL ,32283610.81
CZE, POL ,32273209.53
RUS, UGA ,32203500.73
KNA, GBR ,32185611.48
AFG, SWE ,32146754.48
OMN, BEL ,32132293.87
SWZ, ITA ,32105201.45
MAC, USA ,32007246.27
LBN, GRC ,32006470.34
ERI, USA ,31976588.98
AUT, HUN ,31926445.67
GIN, ESP ,31896195.82
TZA, SAU ,31788591.15
UGA, LVA ,31766761.48
BEL, ITA ,31745855.62
SYR, UKR ,31701289.82
ROM, ARM ,31673391.23
DEU, GRC ,31623935.58
ETH, SWE ,31585607.1
BOL, JPN ,31584206.59
CHL, NOR ,31579072.56
MSR, GBR ,31474116.78
FRA, SWE ,31330779.83
IND, JOR ,31291909.28
IND, CHE ,31290051.89
UGA, AUS ,31281212.74
VEN, BEL ,31218883.27
ARM, ESP ,31217553.36
SOM, NLD ,31058771.76
ESP, KOR ,30995543.64
PER, BHR ,30915395.45
KWT, CAN ,30861234.43
ARE, CYP ,30860077.91
LBY, ISR ,30824570.84
TUN, NOR ,30824048.31
BEL, AUS ,30776677.06
FRA, TGO ,30685396.93
SGP, IRL ,30592535.28
GHA, NLD ,30549198.01
ISL, USA ,30543167.85
ESP, NZL ,30481676.25
IND, MMR ,30439313.89
AUT, SWE ,30373803.94
ARE, ISR ,30342936.92
CUB, CAN ,30340524.44
MUS, ITA ,30296457.7
HUN, FRA ,30265501.8
TZA, NOR ,30226626.21
PHL, CHE ,30201235
ALB, CAN ,30201179.51
EGY, AUT ,30193986.96
TLS, NGA ,30105605.26
LCA, CAN ,30100948.95
CZE, ITA ,30031044.22
KAZ, USA ,30004262.39
GRD, CAN ,29929823.6
CAN, NLD ,29925264.49
FRA, ARG ,29870985.09
IDN, GBR ,29867446.36
BTN, NPL ,29810436.05
LBN, ESP ,29760554.58
NER, TCD ,29646377.42
AGO, DEU ,29590765.02
LVA, CAN ,29229096.09
COL, SWE ,29107847
PRY, CHL ,29061718.44
GRC, SWE ,29039029.25
RUS, BEL ,28973863.72
LKA, GBR ,28962173.68
UKR, CAN ,28939741.22
OMN, JOR ,28918209.65
CPV, NLD ,28896867.32
GHA, CIV ,28860275.06
KGZ, UKR ,28852813.53
AGO, GBR ,28851273.72
ITA, SMR ,28777771.99
IRQ, FRA ,28722674.73
DEU, JPN ,28719536.05
KGZ, DEU ,28635067.97
COD, GBR ,28602385.77
LBN, NLD ,28554300.91
SOM, IRL ,28511384.83
EGY, NLD ,28478108.7
SYR, ISR ,28430850.26
IRQ, AUT ,28369071.64
CAN, CHE ,28352603.05
CYP, USA ,28335873.6
MUS, CAN ,28323689.96
GEO, ISR ,28114577.32
SLB, DEU ,28081823.01
TTO, BEL ,28042675.64
ZAF, SWE ,27843926.18
MSR, SAU ,27788642.74
IND, NOR ,27772186.53
SVK, CAN ,27751642.36
PER, GRC ,27683693.43
BRA, IRL ,27629398.29
LCA, GBR ,27613813.8
MRT, ESP ,27438616.9
SVK, FRA ,27366122.42
AUT, NLD ,27194083.78
GEO, ESP ,26968787.5
BGD, DEU ,26811355.35
CHE, GRC ,26767925.27
NPL, ITA ,26754334.54
FIN, AUT ,26698306.22
MSR, CHE ,26660459.07
ARG, PRY ,26483720.14
BDI, UGA ,26474815.54
ARG, GBR ,26465023.07
MKD, FRA ,26456119.18
ROM, SWE ,26425512.33
MAC, CAN ,26402196.75
GBR, LUX ,26378270.45
NAM, AUS ,26235855.85
DNK, FRA ,26228379.15
BMU, USA ,26119056.77
AUS, ESP ,26000126.89
ETH, GBR ,25952100.52
ESP, THA ,25934181.78
TZA, NZL ,25869731.85
SWE, NLD ,25781404.1
PNG, CAN ,25771477.61
FIN, NOR ,25755123.36
CHL, GBR ,25690076.1
ZMB, NZL ,25677567.5
AZE, USA ,25670039.51
IRQ, EGY ,25650275.93
ZAF, COL ,25571092.81
MWI, ZWE ,25550230.79
JPN, THA ,25441728.31
LBY, GBR ,25352137.69
DEU, HUN ,25331059.33
IND, ISR ,25321100.59
HRV, SVN ,25095298.1
FRA, CHL ,25024847.82
MKD, CAN ,24950075.93
SWZ, FRA ,24854283.84
NAM, SAU ,24680564.6
SVK, HRV ,24616330.35
KHM, NZL ,24584435.87
PHL, NOR ,24563944.33
HRV, BIH ,24528700.19
SGP, ITA ,24454084.34
TUR, UKR ,24399010.38
CZE, SWE ,24392704.62
FRA, AND ,24382897.72
LCA, USA ,24324713.37
AGO, ZMB ,24309074.1
ISL, DNK ,24104596.65
TJK, KEN ,24056944.28
PHL, CZE ,23960097.46
CAN, CAN ,23957548.91
SWE, BEL ,23935618.17
SLV, ESP ,23901362.23
KEN, TZA ,23697854.4
ARE, ZWE ,23670746.04
CIV, USA ,23658884.22
JPN, ESP ,23526272.09
SLV, ITA ,23487454.99
NPL, TUR ,23471525.58
KOR, NLD ,23400029.79
FRA, DNK ,23392103.23
HRV, GBR ,23338532.07
AUT, ISR ,23319108.93
AFG, SAU ,23255966.44
IND, THA ,23249927.63
EGY, GRC ,23242328.75
BGR, AUT ,23182316.12
UKR, USA ,23176049.85
GRC, ITA ,23143400.47
CAF, TCD ,23134150.76
BOL, ITA ,23101349.36
KGZ, ISR ,23075081.08
DOM, DEU ,22980706.45
JPN, NLD ,22968657.96
MDA, ISR ,22965910.72
QAT, CYP ,22915482.37
NIC, NGA ,22757559.05
CMR, ITA ,22740365.18
POL, AND ,22714238.87
USA, CAN ,22708333.86
IRN, ITA ,22651894.02
ZAF, CUB ,22631726.09
DEU, NZL ,22599787.66
CHL, CHE ,22559720.16
CAN, IRL ,22540151.47
LBY, USA ,22518242.53
VCT, JOR ,22427368.93
MNP, CAN ,22403422.22
ARE, AUT ,22349083.28
BIH, GBR ,22337164.85
TJK, USA ,22316189.25
COD, UGA ,22223708.44
TGO, USA ,22106769.75
ARM, GRC ,22098172.9
PRY, FRA ,22090782.97
FRA, MUS ,22073889.82
NIC, CIV ,22023409.27
ISR, FRA ,21972128.5
URY, LVA ,21957312.36
ERI, GBR ,21899901.16
JOR, CAN ,21825815.98
GNB, FRA ,21805629.48
IND, GRC ,21785525.66
IND, DNK ,21753046.45
ARG, DEU ,21730173.77
TTO, CAN ,21723140.77
CAN, ESP ,21600551.6
BRA, BEL ,21586841.72
BFA, ITA ,21530167.07
GRC, ISR ,21512981.73
ITA, IRL ,21470096.42
DOM, NLD ,21455072.59
FIN, IRL ,21426124.43
OMN, BGD ,21415984.11
TTO, USA ,21369314.78
ROM, TUR ,21355936.94
BLR, CAN ,21327107.82
MEX, FRA ,21300391.1
VEN, THA ,21269907.45
ROM, NOR ,21246968.85
ETH, AUS ,21190498.96
SYC, DEU ,21186682.81
PSE, JOR ,21158667.41
MOZ, CAN ,21121757.4
DNK, ISL ,21108595.35
GRC, NLD ,21106947.96
MNG, JPN ,21009202.45
NIC, BEN ,21005243.46
GIN, SEN ,21000985.66
SGP, ESP ,20843604.23
OMN, KOR ,20650864.36
MYS, DEU ,20529472.35
PRY, CHE ,20528204.68
ETH, NLD ,20521694.95
VEN, NZL ,20476529.11
OMN, NPL ,20470819.43
SLB, ITA ,20436838.27
KOR, BEL ,20407998.63
SLE, NZL ,20400923.46
COD, COD ,20399138.38
ARE, TUR ,20376119.33
NER, CMR ,20355821.99
ARG, BOL ,20349787.04
AUS, THA ,20348789.82
SOM, DEU ,20228715.03
NER, SAU ,20218220.36
OMN, IRN ,20217409.12
DOM, CHE ,20200145.57
HUN, ESP ,20176562.5
AUS, FRA ,20171259.85
PAN, NCL ,20167661.36
CIV, MLI ,20162786.66
ITA, SWE ,20108710.42
GRC, CYP ,20099910.97
SWZ, CAN ,20080337.42
BGD, KOR ,20070884.82
TZA, FIN ,20050838.85
FIN, GRC ,20049243.29
VUT, ITA ,19951339.12
TZA, ITA ,19930586.63
YEM, USA ,19920811.67
MKD, USA ,19887761.01
AUT, POL ,19838787.59
GBR, ASM ,19706868.86
GTM, ESP ,19695615.73
MEX, GBR ,19661845.42
KWT, GBR ,19633473.35
LUX, PRT ,19620664.19
ISR, AUS ,19575984.75
SWZ, AUS ,19575984.75
GBR, GUM ,19524883.97
TUR, ISR ,19506173.74
BRN, CAN ,19471620.11
SWZ, CHE ,19451642.88
LBR, CIV ,19430780.08
DNK, CHE ,19429018.12
JPN, BEL ,19404987.59
IDN, NZL ,19380247.24
FIN, AUS ,19374170.47
DMA, CAN ,19371389.54
BRA, SWE ,19337517.35
BEN, TGO ,19327243.27
KOR, ITA ,19326033.69
KEN, DEU ,19270747.24
BGR, NLD ,19250283.24
LTU, ISR ,19202744.37
ARG, CHE ,19170718.7
ZMB, CAN ,19126924.76
SVK, USA ,19095320.64
VCT, KEN ,18999718.04
BGR, ROM ,18961485.38
DEU, BRA ,18888928.69
MYS, IRL ,18854545.67
SWE, ITA ,18846541.84
POL, AGO ,18843820.71
KAZ, CAN ,18833567.02
GMB, USA ,18830540.5
LTU, CAN ,18818899.13
JPN, MYS ,18810946.49
COL, CHE ,18810136.49
GNB, ESP ,18804776.66
FRA, NOR ,18747325.46
PER, MNP ,18746247.7
ROM, CHE ,18736134.65
VGB, YEM ,18722480.93
ARG, JPN ,18688333.77
TJK, UGA ,18676672.01
JPN, CHE ,18614526.53
COD, USA ,18612486.27
MDA, GRC ,18594749.95
CAN, BEL ,18570545.12
TZA, BEL ,18517902.44
HKG, MAC ,18503451.48
FRA, TUN ,18495671.55
TCD, CMR ,18494773.46
IRQ, GRC ,18453331.89
HUN, BEL ,18433898.16
DZA, USA ,18411691.16
SYR, KAZ ,18395823.04
CHL, BEL ,18366694.74
EST, CAN ,18246567.95
PRY, SWE ,18197303.79
EST, DEU ,18183913.12
MLI, NER ,18145292.52
DNK, TUR ,18133616.88
FRA, DOM ,18068249.95
AZE, TUR ,18055102.41
UKR, GBR ,18044637.35
KAZ, TKM ,18015478.24
ERI, CAN ,17982829.57
GIN, SLE ,17973121.3
HUN, ITA ,17913771.82
VGB, CAN ,17889522.5
ARM, ISR ,17830087.7
GRC, CHE ,17802863.04
MLI, BFA ,17756760.61
AUT, BEL ,17730502.37
SWE, LIE ,17700510.42
HND, CAN ,17677248.59
FRA, CZE ,17615864.75
QAT, DNK ,17581633.55
AGO, NAM ,17560516.83
FRA, JOR ,17557192.1
OMN, SWE ,17529226.29
HUN, ISR ,17504182.08
NCL, JPN ,17493911.81
HRV, SWE ,17488225.37
UGA, EST ,17487658.29
CHL, ITA ,17477969.43
ZAF, PAN ,17460442.39
QAT, POL ,17433775.94
IRN, ARM ,17427608.98
ECU, DEU ,17370901.58
CHE, AUS ,17356027.72
FJI, GBR ,17343680.3
NPL, AUT ,17283818.01
BGD, GRC ,17222206.4
FRA, THA ,17133808.6
IND, TZA ,17112750.49
HKG, NLD ,17102108.79
ARM, GEO ,17058707.42
BEL, PRT ,17050374.95
FRA, NZL ,17042772.69
QAT, BRA ,17028626.14
DZA, CHE ,17005340.02
NPL, DNK ,16987173.68
ROM, AUT ,16920901.31
CHE, ISR ,16887690.66
CHE, NLD ,16886567.42
LBN, PSE ,16874096.29
COG, TZA ,16860771.98
ZAF, DNK ,16851971.61
SAU, MRT ,16784804.2
VUT, COL ,16782377.53
TTO, SAU ,16753992.68
ITA, GRC ,16727735.94
DNK, BEL ,16649647.36
FRA, HUN ,16631924.3
IRQ, ITA ,16611097.68
QAT, PRT ,16606200.54
GBR, VGB ,16605172.69
CHL, BRA ,16546647.45
ERI, DEU ,16534226.87
URY, TJK ,16524809.35
AGO, NLD ,16510693.72
PER, OMN ,16469919.13
COL, NOR ,16360080.5
CHE, YEM ,16356208.58
MOZ, MYS ,16352697.8
DJI, FRA ,16351351.44
LBN, JOR ,16329416.43
GNQ, GAB ,16304872.14
SLB, FIN ,16289990.48
BEN, CIV ,16216536.75
SEN, MKD ,16211824.85
MSR, DNK ,16179180.39
TTO, CHE ,16156911.28
GIN, USA ,16136013.2
AUS, CHE ,16120146.04
NPL, NOR ,16086414.75
SLB, AUS ,16044234.92
TTO, ISR ,15972586.21
FRA, VEN ,15950597.14
PRY, VEN ,15938584.14
HUN, NLD ,15912827.5
POL, ITA ,15865828.27
NPL, IRL ,15847603.16
PRY, GBR ,15833841.05
OMN, MYS ,15818295.91
SWE, NZL ,15814180.94
AUS, TUR ,15799693.48
ABW, USA ,15746630.65
ARE, BMU ,15746541.68
BGR, ISR ,15733374.7
MSR, SWE ,15729018.63
NPL, SWE ,15729018.63
GTM, MEX ,15689656.44
UGA, DNK ,15602962.06
URY, DEU ,15577532.05
VUT, GBR ,15561246.64
LBN, BRA ,15541156.82
SVK, AUS ,15539699.23
BGD, SWE ,15535078.3
AUT, BRA ,15512180.14
VEN, FIN ,15498232.93
COG, USA ,15497425.81
MSR, NOR ,15430349.99
MDA, CAN ,15401281.44
MAC, PRT ,15361327.73
SWE, DOM ,15316849.78
VCT, DEU ,15271788.71
IRL, FRA ,15260495.83
MNG, DEU ,15258083.71
GIN, GMB ,15242462.84
PER, BRN ,15227031.16
AFG, NOR ,15173788.35
CZE, NLD ,15171853.87
TCD, SAU ,15161794.73
ATG, GBR ,15152355.02
YEM, AUS ,15136070.68
FRA, SUR ,15088223.18
SDN, USA ,15082084.41
MKD, SVN ,15023815.77
IRN, CHE ,14943658.19
CHL, ECU ,14906451.98
FRA, ECU ,14884260.33
SLB, DJI ,14883869.85
DEU, FIN ,14849665.57
CHL, VEN ,14796967.58
TCD, SDN ,14731721.85
BRA, ARG ,14712012.65
TLS, CIV ,14696903.71
CPV, ITA ,14686212.79
FRA, CAF ,14686127.23
ITA, MCO ,14683707.93
KHM, KOR ,14656673.18
GBR, TUR ,14604767.71
NAM, CAN ,14543210.04
GBR, COL ,14533931.36
IRL, NZL ,14465880.25
ISL, NOR ,14444420.26
SLB, KEN ,14363927.32
AUS, PHL ,14317823.91
PLW, ESP ,14258258.84
SWE, BRA ,14217888.65
AGO, USA ,14204675.72
VEN, CZE ,14196457.15
BRA, AUT ,14105299.95
KOR, ESP ,14055729.5
BLR, ITA ,13975166.79
BHR, GBR ,13969072.76
LUX, USA ,13965854.41
MDA, KAZ ,13957920.21
ISR, JOR ,13955716.8
IRN, TUR ,13935781.37
BRN, GBR ,13929018.07
COL, PAN ,13919302.43
CHE, GBR ,13912328.61
CMR, ESP ,13903469.97
VUT, DEU ,13883725.58
NER, NLD ,13834170.27
COL, JPN ,13828104.59
LVA, ISR ,13752253.85
CHE, ESP ,13743959.99
DNK, NLD ,13651699.14
VCT, OMN ,13636010.14
IDN, FRA ,13603160.82
HUN, SVK ,13593899.05
NLD, USA ,13592047.16
NCL, NLD ,13591996.61
IRN, ESP ,13578649.65
ZAF, JOR ,13546458.24
GBR, BRA ,13472222.2
MEX, ITA ,13441063.11
DNK, FRO ,13436149.38
SWZ, BEL ,13410442.5
NZL, CAN ,13340443.3
TLS, BEN ,13338542.63
UGA, ROM ,13334316.34
IRN, BEL ,13333158.57
LVA, SWE ,13327667.52
ERI, SWE ,13294838.47
BMU, GBR ,13289255.68
STP, EGY ,13286966.09
QAT, SVK ,13206555.11
NCL, IRL ,13181246.75
FIN, LUX ,13174697.96
DZA, TUN ,13149610
CZE, BEL ,13132668.37
ROM, IRL ,13128018.6
ISR, NLD ,13120262.5
ETH, NOR ,13099304.24
GMB, GBR ,13097883.27
GRL, NOR ,13088308.74
SGP, FRA ,13084525.96
IRQ, ESP ,13083040.86
GBR, DOM ,13063734.68
GHA, BFA ,13056506.61
SWE, SWE ,13015890.17
PAN, USA ,12995063.47
PNG, BRA ,12991466.97
GIN, LBR ,12985427.81
GEO, CYP ,12957357.31
ROM, CZE ,12930907.82
SWE, ECU ,12902862.52
BOL, CAN ,12885738.8
RUS, TZA ,12879303.29
TZA, AUT ,12878881.54
AUS, SWE ,12853000.66
TZA, BRN ,12845880.1
SOM, CHE ,12845211.11
ZMB, MOZ ,12812837.87
QAT, JPN ,12769633.1
LBN, AUT ,12763810
GBR, CHL ,12753379.56
ECU, VEN ,12727553.19
DOM, CAN ,12721947.4
SWE, THA ,12719588.37
LVA, AUS ,12714299.37
MYS, NLD ,12691413.31
TCD, FRA ,12691243.81
AUS, ZAF ,12685605.02
UGA, IRL ,12671308.44
IRQ, NZL ,12651344.75
AUS, CYP ,12628789.73
EGY, CHE ,12624619.63
CMR, TCD ,12622180.23
MEX, AUS ,12613392.24
BEL, POL ,12603284.46
BDI, BEL ,12577120.09
JOR, OMN ,12573690.07
GHA, FRA ,12562063.54
COG, NLD ,12537532.13
FRA, MLI ,12499861.22
LAO, JPN ,12492876.8
PHL, ARG ,12445184.21
MYS, IND ,12426721.69
PNG, JPN ,12410335.44
ARG, BRA ,12409550.93
CAN, DNK ,12388120.08
CYP, CAN ,12379696.7
NER, BEN ,12363694.82
HUN, IRL ,12362711.08
IDN, BEL ,12338547.95
ARE, MYS ,12291243.45
BDI, CAN ,12247685.72
ZAF, PER ,12223753.51
CPV, ESP ,12198163.27
UGA, LTU ,12184192.72
NAM, DEU ,12124975.94
BRN, AUS ,12108856.55
ITA, DNK ,12100584.77
QAT, JOR ,12073127.44
KNA, CAN ,12047224.59
SLE, JPN ,12046182.41
AUS, KOR ,12042274.26
AGO, CHE ,12027891.42
AND, ESP ,12017119.05
KHM, JPN ,12012194.79
QAT, NZL ,11986645.12
UKR, IND ,11971456.02
THA, PRT ,11944738.18
IDN, KWT ,11943738.98
DNK, ITA ,11938145.6
COD, ZMB ,11915686
VUT, FRA ,11912813.07
NAM, KOR ,11874182.85
MNP, FRA ,11862258.42
IND, FIN ,11855305.89
ARE, OMN ,11831174.25
ECU, GBR ,11818914.8
AUS, MLT ,11759649.77
BEL, RWA ,11759262.94
VCT, NLD ,11747945.1
SYC, NLD ,11740377.17
VEN, AUT ,11737714.83
CHE, VEN ,11730791.82
AUT, SVK ,11717003.13
AGO, ESP ,11708032.6
BGR, SWE ,11682232.28
ZAF, BOL ,11668578.92
COL, BEL ,11662593.55
IDN, TLS ,11662193.05
BDI, RWA ,11644202.73
ISL, SWE ,11639473.79
EGY, SDN ,11604822.22
CHE, ITA ,11596275.56
ESP, SGP ,11581913.64
MKD, HRV ,11565252.5
NPL, PRT ,11548534.61
ITA, JPN ,11521802.03
CHL, NLD ,11499464.83
TUN, JPN ,11487814.42
JPN, SWE ,11462331.44
ROM, NLD ,11450450.6
IND, MOZ ,11446786.93
AUS, ITA ,11408410.87
TUN, FIN ,11387832.02
ROM, KOR ,11375041.17
ZAF, AUT ,11373244.07
SLE, NLD ,11355674.22
FRA, MRT ,11351953.82
NPL, GRC ,11343994.84
ARE, FIN ,11286756.59
GBR, THA ,11254985.82
LBN, CHE ,11210571.73
OMN, AUT ,11202673.51
MAR, GBR ,11191947.66
CAN, NOR ,11190974.34
AFG, FRA ,11182705.33
CYP, TUR ,11175943.83
USA, BRA ,11151512.48
CAN, BMU ,11091249.61
AUS, JOR ,11090906.9
COG, ITA ,11042511.62
SVK, CHE ,11035229.8
BLR, LVA ,11028198.85
ROM, CYP ,11024705.97
GRC, ESP ,11020689.59
YEM, TZA ,11000756.61
CIV, DEU ,10934942.32
IND, KOR ,10934923.95
LTU, DNK ,10912738.06
COG, GBR ,10901551.16
SGP, AUS ,10897970.89
ZAF, NOR ,10885543.82
BWA, ZAF ,10879916.35
FIN, CHE ,10865544.05
BGD, IRL ,10861121.52
IRL, NLD ,10849884.45
BRA, BOL ,10836595.83
MDA, PRT ,10802321.61
COG, BEL ,10799641.11
MEX, CHE ,10795784.35
CMR, GBR ,10791400.77
IRN, GRC ,10785221.05
UGA, AUT ,10776038.98
PSE, PSE ,10710803.47
STP, AUS ,10696156.62
KEN, UGA ,10676888.95
TTO, NLD ,10668254.2
ARE, KOR ,10662898.15
LBY, TCD ,10660325.31
ZAF, LUX ,10649096.46
KAZ, LVA ,10631857.47
LVA, NLD ,10609765.46
GHA, AUS ,10595249.48
ARM, KAZ ,10593703.54
AUT, GRC ,10592767.93
LBR, DEU ,10589628.35
SWZ, AUT ,10585021.17
TCD, CAF ,10577677.75
SGP, CHE ,10565765.89
EGY, ESP ,10545059.83
CAN, ITA ,10542267.28
TLS, ITA ,10531344.91
IRQ, CHE ,10495063.5
MAC, AUS ,10494342.34
SWE, MEX ,10488158.53
SGP, SWE ,10488048.54
JOR, GBR ,10397529.66
EST, IRL ,10383379.82
LTU, LVA ,10379189.85
AFG, TUR ,10363910.57
MOZ, KOR ,10335697.3
BLR, EST ,10334279.07
GBR, ISL ,10318999.93
PRK, DEU ,10292584.08
FRA, SVK ,10269750.81
TTO, GBR ,10247324.58
IDN, CHE ,10223566.3
GHA, TGO ,10204243.82
GMB, DEU ,10203470.8
ARG, URY ,10188659.03
COG, CHE ,10181144.87
SVK, ITA ,10144693.17
IRN, FIN ,10118773.82
NER, CIV ,10105381.73
RUS, CAN ,10091506.31
VUT, AUS ,10090713.79
VCT, TCD ,10079814.3
CRI, CAN ,10079283.08
GRC, AUT ,10077835.96
IRL, BEL ,10077152.86
CAN, SWE ,10062499.69
HKG, SGP ,10040339.49
IRN, JPN ,10031202.28
ITA, DOM ,10026362.2
SAU, DEU ,10017818.12
BHR, PHL ,10017270.26
NIC, TCD ,10001658.38
ROM, DNK ,9974735.435
AUS, NPL ,9970566.539
ETH, FRA ,9969846.129
LVA, ESP ,9935287.395
PER, MAC ,9929458.598
AUT, PHL ,9907190.366
NPL, LUX ,9897631.92
LTU, NLD ,9863300.132
BFA, FRA ,9839517.591
UGA, AZE ,9824962.696
MAR, DEU ,9783895.759
NPL, SUR ,9747506.673
IRQ, BEL ,9744495.931
NIC, FRA ,9734450.972
ESP, GRC ,9724160.958
SWZ, NLD ,9717218.064
SCG, GBR ,9696572.606
CRI, ESP ,9690473.023
NER, AUS ,9687085.237
TUN, GRC ,9680977.613
JPN, AUT ,9667806.361
DZA, NLD ,9659197.291
BLR, ESP ,9648903.755
NER, AUT ,9593704.626
ISR, BEL ,9586567.893
IRQ, TUR ,9560481.642
ARE, LUX ,9545006.178
VUT, DOM ,9511612.061
ARG, SWE ,9467443.932
PLW, CAN ,9446119.283
FRA, EGY ,9419013.035
DEU, ARG ,9410858.848
JOR, ITA ,9371389.685
SGP, ISR ,9358147.054
LBY, DEU ,9357339.068
DEU, CZE ,9355367.312
AUT, LIE ,9331727.703
IRN, IRQ ,9330168.272
CIV, GBR ,9326066.734
OMN, NZL ,9286893.509
JOR, AUS ,9283456.686
MNP, AUS ,9283456.686
AUS, AUT ,9254483.35
LKA, CAN ,9253881.955
TLS, USA ,9251729.578
BRA, NZL ,9245940.45
DEU, HRV ,9232943.374
PRY, NLD ,9232450.306
EGY, NGA ,9207108.416
SWE, NOR ,9205675.942
FRA, BEN ,9195242.792
BOL, BRA ,9189855.961
SOM, NAM ,9161754.579
NCL, DEU ,9150820.151
SOM, BEL ,9146385.491
PHL, ISL ,9125460.609
TUN, JOR ,9118280.654
MEX, JPN ,9113536.628
TTO, SWE ,9095343.2
GRC, KAZ ,9090542.905
ECU, AUS ,9081642.41
SCG, AUS ,9081642.41
TJK, AUS ,9081642.41
MKD, SWE ,9073963.952
CMR, CAN ,9064754.218
BOL, SWE ,9039858.96
ETH, DJI ,9021143.707
GHA, BEL ,9011978.651
AFG, NZL ,9009672.807
DEU, CHL ,9001708.321
VUT, NLD ,8997003.693
GTM, BLZ ,8991577.437
