TargetCode,HostCode,Amount
EGY, ATG ,34055.22502
GAB, IRL ,33966.85533
MDV, IRL ,33966.85533
MRT, IRL ,33966.85533
IRL, PAN ,33958.72103
SOM, PAN ,33958.72103
NCL, CZE ,33941.93593
KIR, CHE ,33937.14955
MEX, BHS ,33859.47511
NIC, CYM ,33825.36658
ARG, CYP ,33811.56957
ECU, HUN ,33689.59624
DOM, PER ,33526.95699
ATG, GRC ,33400.61959
NLD, GRC ,33400.61959
COG, TUR ,33341.76295
PRK, TUR ,33341.76295
LUX, URY ,33261.48809
MCO, DNK ,33234.89086
BEN, LUX ,33152.84748
CYP, LUX ,33152.84748
SLB, LUX ,33152.84748
BLZ, NIC ,33135.79542
HKG, GTM ,33128.18477
COL, CZE ,33036.81764
MCO, NOR ,32986.49641
NIC, NOR ,32986.49641
PER, CZE ,32972.16633
TGO, DNK ,32899.64186
KEN, CHL ,32894.9692
SGP, MEX ,32864.80193
MDV, NLD ,32813.86237
GUY, JPN ,32773.77317
AFG, NIC ,32544.08478
VEN, NIC ,32544.08478
LBY, PRT ,32477.67738
BHR, ITA ,32430.76699
COM, ITA ,32430.76699
BRB, PAN ,32355.11475
LUX, BOL ,32189.18322
SOM, BOL ,32189.18322
CAF, JPN ,32045.4671
POL, SVK ,32026.87809
AZE, CYP ,32014.27684
DZA, CYP ,32014.27684
TTO, CYP ,32014.27684
BGD, CZE ,32002.39673
COD, CZE ,32002.39673
PRK, PRT ,31980.55738
BHS, BRB ,31826.8066
BLR, COD ,31708.78531
LBR, ECU ,31702.36491
SVK, ECU ,31702.36491
CZE, BIH ,31701.15676
PLW, LUX ,31645.89986
SWZ, LTU ,31516.59064
ATG, NZL ,31502.35247
DMA, NZL ,31502.35247
NER, CHL ,31250.22074
TCD, CHL ,31250.22074
UZB, WSM ,31246.59964
LBY, PAN ,31128.82761
PRI, JPN ,31074.39234
IRN, NIC ,31064.8082
TZA, CZE ,31032.62714
PRY, CZE ,30774.02191
TGO, NLD ,30746.58904
LAO, POL ,30738.03648
NER, ATG ,30649.70252
SLE, HUN ,30542.76583
ZMB, HUN ,30542.76583
KGZ, DNK ,30385.10557
ALB, DOM ,30330.3956
BHR, DOM ,30330.3956
IDN, DOM ,30330.3956
MSR, DOM ,30330.3956
SUR, FIN ,30281.14114
BGD, MDG ,30270.86246
NPL, LCA ,30232.94664
GAB, LUX ,30138.95225
UKR, LUX ,30138.95225
VGB, LUX ,30138.95225
YEM, LUX ,30138.95225
ESP, CZE ,30062.85754
SAU, CZE ,30062.85754
UKR, CZE ,30062.85754
WSM, GBR ,30041.01668
KGZ, MEX ,30006.99306
IRQ, PHL ,29751.32242
SLE, PAN ,29713.8809
PRT, NIC ,29684.15006
MCO, LUX ,29669.08599
EST, CHL ,29605.47228
LTU, CHL ,29605.47228
STP, CHL ,29605.47228
TTO, CHL ,29605.47228
FJI, VUT ,29600
BHS, ECU ,29588.87392
ITA, LKA ,29451.11913
LSO, NOR ,29321.33014
BHR, JPN ,29132.24282
BWA, JPN ,29132.24282
ERI, JPN ,29132.24282
LIE, JPN ,29132.24282
ATG, VCT ,29128.66824
PLW, URY ,29103.80208
SWZ, BHS ,29022.40724
HTI, PRT ,29019.39466
ISL, FRO ,28982.32574
HUN, BIH ,28788.9488
BRA, HTI ,28718.74133
ANT, NLD ,28712.12958
UZB, NLD ,28712.12958
ABW, FRA ,28706.72655
SLV, PER ,28691.33819
LBR, POL ,28688.83405
ISL, CYP ,28644.35296
AND, AUS ,28634.21505
LIE, AUS ,28634.21505
UKR, MEX ,28578.08863
PRT, BOL ,28541.07579
KEN, ECU ,28532.12842
MLT, ECU ,28532.12842
TUN, ECU ,28532.12842
USA, HUN ,28506.58144
ATG, SWE ,28505.66483
KIR, WSM ,28405.99967
CIV, NZL ,28352.11722
MLI, NZL ,28352.11722
SAU, NZL ,28352.11722
TCD, NZL ,28352.11722
ABW, IRL ,28305.71277
HUN, PAN ,28298.93419
SOM, URY ,28272.26488
JPN, CYM ,28187.80548
QAT, CYM ,28187.80548
GIN, CPV ,28159.41103
HTI, BLZ ,28150.3139
TON, LUX ,28129.68877
CHL, CZE ,28123.31834
TON, ECU ,28109.43022
FIN, NIC ,28106.25504
LBY, NIC ,28106.25504
NOR, TUR ,27964.05925
SWZ, PRY ,27922.35176
LUX, LIE ,27911.44876
MNP, LIE ,27911.44876
AND, ITA ,27853.45219
SVN, DEU ,27847.90064
AGO, POL ,27664.23283
CRI, TUR ,27605.54567
BRB, VEN ,27585.41207
TGO, NOR ,27488.74701
SMR, SWE ,27487.60537
NPL, BHS ,27315.20681
VUT, HND ,27288.67029
COL, POL ,27254.39235
ALB, SVK ,27192.63234
BEN, CZE ,27153.54874
CAF, LUX ,27125.05703
LBR, LUX ,27125.05703
PRY, TUR ,27103.62666
CRI, BHS ,27087.58009
MLT, CYP ,26959.39102
PRK, CYP ,26959.39102
SLE, CYP ,26959.39102
SGP, PER ,26941.30472
TUN, PER ,26941.30472
SLB, TUR ,26888.51851
LSO, BEL ,26881.36809
PRI, BEL ,26881.36809
MDV, GRC ,26839.7836
LKA, FRA ,26746.05712
ARM, VEN ,26695.56007
HUN, NIC ,26626.97846
OMN, NIC ,26626.97846
ATG, IRL ,26418.66525
PRT, CYM ,26308.61845
BOL, NIC ,26232.5047
BEL, BLZ ,26227.00053
NOR, ITA ,26213.67744
PRI, CZE ,26183.77915
VCT, MRT ,26154.93947
PRY, HTI ,26107.94667
AGO, DOM ,25997.48194
BEN, DOM ,25997.48194
LTU, DOM ,25997.48194
MDG, DOM ,25997.48194
BDI, FIN ,25955.26383
BGD, HUN ,25915.07403
PRK, HUN ,25915.07403
URY, HUN ,25915.07403
MSR, CAF ,25878.63829
SVN, FRA ,25836.05389
BGR, BOL ,25751.34658
NPL, BOL ,25751.34658
BIH, MEX ,25720.27977
COG, MEX ,25720.27977
KEN, MEX ,25720.27977
LVA, MEX ,25720.27977
TTO, MEX ,25720.27977
JAM, BRA ,25692.65204
BEN, NOR ,25656.16387
ESP, POL ,25615.0304
MLI, POL ,25615.0304
ZMB, POL ,25615.0304
BFA, CAF ,25582.11223
AUS, ATG ,25541.41876
CYM, NLD ,25521.89296
BTN, IRL ,25475.14149
CYP, PAN ,25469.04077
MHL, CHE ,25452.86216
KHM, IRL ,25438.53277
MYS, CYM ,25369.02493
ZMB, CYM ,25369.02493
ISL, ECU ,25361.89193
KHM, ECU ,25361.89193
EST, CYP ,25274.42908
PAK, NZL ,25201.88198
TUR, NZL ,25201.88198
MEX, CYP ,25162.09829
VUT, CYP ,25162.09829
NLD, ECU ,25150.54283
COD, NIC ,25147.70188
AUS, HND ,25061.02373
BOL, GRC ,25050.4647
GIN, GRC ,25050.4647
TLS, GRC ,25050.4647
TON, GRC ,25050.4647
NLD, LUX ,24991.68999
CYM, HND ,24949.64141
BFA, IRL ,24909.02724
DMA, PRT ,24873.76685
CUB, LCA ,24690.23975
AFG, CHL ,24671.2269
BOL, HUN ,24619.32033
BHS, LUX ,24613.47767
MHL, NLD ,24610.39678
SAU, POL ,24590.42919
STP, POL ,24590.42919
ZMB, LSO ,24544.34098
KNA, NOR ,24434.44178
PNG, PAN ,24431.41318
BRA, CYP ,24375.78272
UGA, KHM ,24336.43678
UKR, ITA ,24323.07524
ATG, JPN ,24276.86902
BLZ, JPN ,24276.86902
UZB, JPN ,24276.86902
BHR, CZE ,24244.23995
MDG, CZE ,24244.23995
LUX, LTU ,24243.53126
PAN, PRT ,24234.86639
JOR, HND ,24225.65628
COD, SVK ,24171.22875
SVN, WSM ,24145.09972
BGD, BOL ,24141.88742
HKG, BOL ,24141.88742
IDN, BOL ,24141.88742
COL, TUR ,24092.11259
MDG, HUN ,24063.99732
MKD, HUN ,24063.99732
RWA, ESP ,24016.25526
EGY, GTM ,23989.37518
STP, GTM ,23989.37518
PLW, BLZ ,23866.57048
FRO, NZL ,23798.83409
JAM, ECU ,23671.09914
KOR, NIC ,23668.4253
PHL, NIC ,23668.4253
BHR, TUR ,23661.89629
BLZ, DNK ,23632.85988
GRD, DNK ,23632.85988
NIC, DNK ,23632.85988
TCD, DNK ,23632.85988
PER, BLZ ,23604.30047
ARG, ANT ,23601.51703
ITA, BIH ,23598.55602
TCD, MRT ,23590.72972
CHL, POL ,23565.82797
KNA, BHS ,23502.4592
ARG, HTI ,23497.152
ECU, HTI ,23497.152
CIV, PER ,23487.2913
BLZ, FRA ,23443.82668
CAF, AUS ,23427.99414
IRN, PRY ,23418.74664
NIC, JPN ,23305.79425
SCG, JPN ,23305.79425
ASM, CZE ,23274.47035
TJK, LSO ,23195.75082
AZE, COD ,23060.93477
MNP, LTU ,23031.3547
COD, CHL ,23026.47844
SUR, FRA ,22965.38124
LTU, SVK ,22962.66731
ISL, MEX ,22862.47091
GUY, DOM ,22747.7967
KNA, MEX ,22671.95031
CPV, IRL ,22644.57022
USA, TUR ,22586.35555
KHM, POL ,22541.22675
PER, PRY ,22518.02562
VUT, POL ,22472.92001
BWA, LSO ,22386.59672
MEX, CYM ,22362.32568
KGZ, SVK ,22358.38659
SAU, SVK ,22358.38659
GIN, CZE ,22304.70075
IRN, BLZ ,22292.95045
SOM, BLZ ,22292.95045
ESP, HUN ,22212.9206
HKG, BHS ,22193.60554
ROM, BHS ,22193.60554
LVA, ECU ,22191.65544
TUN, NIC ,22189.14872
URY, NIC ,22189.14872
GHA, ATG ,22135.89626
JPN, ATG ,22135.89626
NCL, PER ,22105.68593
GAB, NOR ,21990.99761
TCD, NOR ,21990.99761
MYS, VEN ,21928.49577
SDN, ITA ,21844.7312
BHS, PAN ,21790.17932
BOL, CZE ,21722.839
IDN, GTM ,21704.67278
ISL, DOM ,21664.56829
LVA, DOM ,21664.56829
SLE, DOM ,21664.56829
SYC, DOM ,21664.56829
TGO, DOM ,21664.56829
CPV, FIN ,21629.38653
PRI, FIN ,21629.38653
CUB, TUR ,21582.51752
BTN, GRC ,21471.82688
LAO, GRC ,21471.82688
SVN, GRC ,21471.82688
WSM, GRC ,21471.82688
IRN, VCT ,21456.38509
AZE, MEX ,21433.56647
JAM, NIC ,21400.20121
MLT, CHL ,21381.72998
SLB, PRT ,21320.37159
TUR, PRT ,21320.37159
VGB, PRT ,21320.37159
CAN, WSM ,21304.49975
IRQ, PAN ,21224.20064
AFG, LTU ,21213.08985
ITA, LTU ,21213.08985
TUN, LTU ,21213.08985
MYS, SVK ,21149.82515
CRI, LUX ,21097.26658
GUY, LUX ,21097.26658
MLI, LUX ,21097.26658
CAF, BLZ ,20981.60042
ESP, BLZ ,20981.60042
KOR, BLZ ,20981.60042
MAR, VEN ,20975.08291
CHE, BOL ,20922.96909
JOR, BOL ,20922.96909
NZL, HTI ,20886.35733
VUT, CZE ,20817.7207
PNG, GTM ,20790.79182
LUX, PER ,20724.08056
SLB, NIC ,20709.87213
ARG, LTU ,20647.40746
POL, GTM ,20562.32158
TUV, TUR ,20435.27407
CHE, ATG ,20433.13501
FIN, ATG ,20433.13501
AGO, JPN ,20392.56997
ZMB, CZE ,20365.16156
PRI, HUN ,20361.84388
SYC, HUN ,20361.84388
TUV, HUN ,20361.84388
BMU, SWE ,20361.18917
BRN, DNK ,20256.73704
UZB, DNK ,20256.73704
KGZ, CYP ,20219.54327
TON, BLZ ,20194.7904
LIE, BEL ,20161.02606
NOR, BEL ,20161.02606
GNB, STP ,20085
VUT, TUR ,20076.76049
PRY, SVK ,20021.83448
CYP, MEX ,20004.66204
ETH, MEX ,20004.66204
SAU, MEX ,20004.66204
EST, ARG ,19980.59203
YEM, LSO ,19959.13443
PRK, SVK ,19941.26372
VNM, NZL ,19832.36175
HTI, IRL ,19813.99894
ALB, PAN ,19809.25393
BGD, PAN ,19809.25393
NER, PAN ,19809.25393
COG, CHL ,19736.98152
TJK, CYM ,19731.46384
VUT, CYM ,19731.46384
CZE, BLZ ,19670.25039
KNA, BEL ,19600.99756
BOL, BLZ ,19582.82706
TUN, VCT ,19505.80462
SLE, POL ,19467.42311
BEN, HUN ,19436.30553
IND, GTM ,19419.97038
OMN, GTM ,19419.97038
ISL, CZE ,19395.39196
TJK, CZE ,19395.39196
YEM, CZE ,19395.39196
MNG, GRC ,19345.40029
KEN, SVK ,19336.983
GRL, NLD ,19141.41972
BRA, BHS ,19120.64477
DMA, BHS ,19120.64477
LKA, GRC ,19052.66772
KWT, ECU ,19021.41895
LTU, ECU ,19021.41895
TTO, ECU ,19021.41895
PRI, MRT ,18935.70278
UGA, MRT ,18935.70278
CRI, PRY ,18915.14152
ISR, PRY ,18915.14152
SLV, PRY ,18915.14152
BEN, NZL ,18901.41148
CAF, NZL ,18901.41148
GAB, NZL ,18901.41148
TLS, NZL ,18901.41148
OMN, LTU ,18788.73673
USA, HND ,18712.23106
PRT, ATG ,18673.61505
BRA, LTU ,18667.51907
OMN, PER ,18651.6725
TGO, PRT ,18645.37563
AZE, HUN ,18510.76717
NAM, HUN ,18510.76717
MWI, CZE ,18425.62236
GUY, GRC ,18404.42304
AGO, PAN ,18394.30722
FIN, PAN ,18394.30722
SWZ, HND ,18378.08407
COL, SVK ,18329.84847
LIE, NOR ,18325.83134
LBN, GTM ,18277.61918
TUN, GTM ,18277.61918
NLD, ATG ,18276.30409
HND, HTI ,18275.56267
VUT, HTI ,18275.56267
BRB, DOM ,18198.23736
BIH, CHL ,18092.23306
CYP, CHL ,18092.23306
ISL, CHL ,18092.23306
VEN, CHL ,18092.23306
ARM, LUX ,18083.37135
JOR, LUX ,18083.37135
KWT, LUX ,18083.37135
MAC, LUX ,18083.37135
NIC, LUX ,18083.37135
SMR, LUX ,18083.37135
STP, LUX ,18083.37135
PLW, PRY ,18074.46856
TON, MEX ,18004.19584
GRL, GRC ,17893.18907
MMR, GRC ,17893.18907
MNP, ATG ,17878.99314
BLZ, SWE ,17816.04052
LIE, PRT ,17766.97632
IRL, NIC ,17751.31897
ISR, NIC ,17751.31897
NER, BOL ,17704.05077
TUN, BOL ,17704.05077
DMA, CHL ,17653.63347
ECU, CZE ,17649.80668
BHS, LCA ,17635.88554
VUT, LCA ,17635.88554
MLI, HUN ,17585.22881
BGR, LTU ,17576.56017
NPL, LTU ,17576.56017
MEX, SVK ,17483.85546
SVK, URY ,17462.28125
HKG, CZE ,17455.85276
GUY, PAN ,17333.09719
GEO, DOM ,17331.65463
MAR, DOM ,17331.65463
MLI, DOM ,17331.65463
TLS, DOM ,17331.65463
MEX, ANT ,17307.77916
MLI, FIN ,17303.50922
GEO, COD ,17295.70108
CMR, TUR ,17208.65185
RUS, TUR ,17208.65185
RWA, TUR ,17208.65185
TGO, ITA ,17193.55103
URY, LUX ,17192.76531
ETH, VEN ,17161.43147
GHA, VEN ,17161.43147
GHA, MEX ,17146.85318
LBY, MEX ,17146.85318
LCA, CYM ,17100.60199
NCL, BHS ,17072.00426
OMN, BLZ ,17047.55034
TCD, IRL ,16983.42766
DZA, PAN ,16979.36051
PHL, BIH ,16957.43233
ISR, CYM ,16912.68329
JAM, CHL ,16886.08419
TUR, DNK ,16880.6142
MKD, CYP ,16849.61939
TUV, CYP ,16849.61939
BRB, GRC ,16700.3098
MAR, HUN ,16659.69045
TON, NIC ,16567.89771
SVN, NOR ,16493.2482
ANT, VUT ,16491.42857
STP, CZE ,16486.08317
TUV, CZE ,16486.08317
ARM, CHL ,16447.4846
CIV, CHL ,16447.4846
FJI, CHL ,16447.4846
KWT, CHL ,16447.4846
MAC, CHL ,16447.4846
MCO, CHL ,16447.4846
MDA, CHL ,16447.4846
MDG, CHL ,16447.4846
NAM, CHL ,16447.4846
NIC, CHL ,16447.4846
TJK, CHL ,16447.4846
PRY, BHS ,16332.21741
JOR, NIC ,16272.04239
POL, NIC ,16272.04239
PSE, NIC ,16272.04239
PAN, GRC ,16271.35041
TUN, BHS ,16218.40405
DMA, DOM ,16176.21099
UZB, SLB ,16160.73412
AGO, CAF ,16120.2351
BWA, FIN ,16076.25783
DMA, ABW ,16055.84522
MNG, PRT ,16007.45344
RWA, PRT ,15990.27869
GTM, PRY ,15972.78617
PRT, PRY ,15972.78617
CRI, URY ,15910.07847
MEX, ATG ,15892.43834
PRK, PER ,15888.46176
NGA, NZL ,15865.8894
BLR, ECU ,15851.18246
EST, ECU ,15851.18246
LBY, ECU ,15851.18246
USA, CZE ,15839.5701
ISR, LTU ,15758.29532
LKA, NZL ,15751.17624
ITA, BLZ ,15736.20032
MUS, HUN ,15734.15209
GRD, BEL ,15680.79805
VNM, BEL ,15680.79805
KHM, CZE ,15516.31357
MLI, CZE ,15516.31357
MRT, CAF ,15419.35531
COD, MRT ,15385.25851
SUR, LSO ,15373.92787
SGP, ISL ,15345.50551
SDN, POL ,15300.71149
COM, SWE ,15270.89187
WSM, SWE ,15270.89187
ESP, PER ,15197.65907
MOZ, PER ,15197.65907
MSR, PER ,15197.65907
PSE, CYP ,15164.65745
SVK, CYP ,15164.65745
DEU, BIH ,15152.07832
BHS, FIN ,15140.57057
RWA, BEL ,15120.76955
SVN, BEL ,15120.76955
ZMB, LCA ,15116.47332
LKA, CHE ,15083.17758
MWI, LUX ,15069.47613
TCD, LUX ,15069.47613
GMB, TUR ,15057.57037
LBR, TUR ,15057.57037
ROM, HND ,15036.61424
FSM, GBR ,15020.50834
CUB, CYP ,14939.99586
LKA, DEU ,14826.2223
KGZ, HUN ,14808.61373
AND, CHL ,14802.73614
ESP, CHL ,14802.73614
ZMB, CHL ,14802.73614
IND, NIC ,14792.76581
HND, PRY ,14711.77674
BLZ, NOR ,14660.66507
VNM, NOR ,14660.66507
MMR, JPN ,14566.12141
TCD, JPN ,14566.12141
AND, CZE ,14546.54397
NAM, CZE ,14546.54397
TLS, CZE ,14546.54397
ALB, PER ,14506.85639
CHE, PER ,14506.85639
IRN, PER ,14506.85639
NIC, BLZ ,14424.85029
NPL, BLZ ,14424.85029
MDA, COD ,14413.08423
SYR, COD ,14413.08423
OMN, PRY ,14411.53639
GIN, CAF ,14368.03563
DOM, URY ,14357.87569
ECU, POL ,14344.41703
PRI, GRC ,14314.55125
SUR, GRC ,14314.55125
ALB, VEN ,14301.19289
BIH, VEN ,14301.19289
LUX, VEN ,14301.19289
BGD, MEX ,14289.04432
COD, MEX ,14289.04432
PRI, PRT ,14213.58106
FRO, PAN ,14149.46709
GHA, PAN ,14149.46709
KHM, PAN ,14149.46709
LUX, PAN ,14149.46709
NAM, PAN ,14149.46709
VEN, PAN ,14149.46709
ABW, LCA ,14108.70843
DOM, LCA ,14108.70843
FIN, CYM ,14093.90274
IRN, CYM ,14093.90274
NER, CYM ,14093.90274
YEM, CYM ,14093.90274
PNG, CZE ,14029.33352
BWA, TUR ,13982.02963
MRT, TUR ,13982.02963
NZL, URY ,13969.825
IRL, LIE ,13955.72438
COL, BHS ,13942.13681
VUT, ATG ,13905.88355
GHA, SVK ,13898.45653
MDG, SVK ,13898.45653
PER, SVK ,13898.45653
LBR, HUN ,13883.07538
ECU, SVK ,13817.88577
ISL, PER ,13816.0537
HTI, NIC ,13806.58142
SVN, SWE ,13743.80269
IRN, GTM ,13708.21439
GUY, HTI ,13706.672
MYT, NLD ,13672.44266
DJI, JPN ,13595.04665
CIV, CZE ,13576.77437
SLE, CZE ,13576.77437
FJI, LUX ,13562.52851
MNP, PRY ,13510.81537
CAF, DNK ,13504.49136
CAF, CYP ,13479.69551
JPN, TON ,13475.06849
VNM, FRA ,13396.47239
CPV, PHL ,13388.09509
GHA, PHL ,13388.09509
SLE, VEN ,13347.78003
MAR, POL ,13319.81581
PRK, POL ,13319.81581
GRC, NIC ,13313.48923
NER, NIC ,13313.48923
DZA, URY ,13304.59524
SGP, URY ,13304.59524
EST, SVK ,13294.17581
GIN, SVK ,13294.17581
KWT, SDN ,13269.15314
BFA, LUX ,13261.13899
BGD, MRT ,13254.99195
LCA, IRL ,13209.33263
VNM, IRL ,13209.33263
GHA, CHL ,13157.98768
KAZ, CHL ,13157.98768
DZA, PER ,13125.25102
GEO, BLZ ,13113.50026
PRI, ITA ,13106.83872
BLR, DOM ,12998.74097
BMU, DOM ,12998.74097
BTN, DOM ,12998.74097
SGP, DOM ,12998.74097
TTO, DOM ,12998.74097
VCT, DOM ,12998.74097
BHR, FIN ,12977.63192
GNB, FIN ,12977.63192
MDG, FIN ,12977.63192
TCD, FIN ,12977.63192
SAU, HUN ,12957.53702
MDV, FRA ,12918.02695
GNQ, TUR ,12906.48889
MDV, TUR ,12906.48889
YEM, TUR ,12906.48889
DZA, BOL ,12875.67329
KEN, BOL ,12875.67329
SVK, BOL ,12875.67329
TZA, BOL ,12875.67329
ZMB, BOL ,12875.67329
PAN, IRL ,12870.04148
AFG, MEX ,12860.13988
TJK, MEX ,12860.13988
PAK, GRC ,12835.38096
LBR, PAN ,12734.52038
IRN, LTU ,12727.85391
IDN, SVK ,12689.89509
BIH, ECU ,12680.94597
ESP, ECU ,12680.94597
GIN, ECU ,12680.94597
MDA, ECU ,12680.94597
MDG, ECU ,12680.94597
NIC, ECU ,12680.94597
URY, ECU ,12680.94597
AND, NLD ,12678.72952
AZE, LUX ,12675.23776
NCL, PRY ,12610.09435
CPV, CZE ,12607.00477
MYS, CZE ,12607.00477
RUS, CZE ,12607.00477
PRY, CYP ,12581.04914
BLZ, GRC ,12525.23235
HTI, HND ,12474.8207
PER, URY ,12473.05803
BLZ, PRT ,12436.88343
STP, PER ,12434.44833
CYP, VEN ,12394.36717
NCL, ANT ,12362.6994
GIN, POL ,12295.21459
MDG, POL ,12295.21459
MOZ, POL ,12295.21459
SLB, POL ,12295.21459
COL, BLZ ,12239.26691
MCO, FIN ,12166.96251
SVN, ITA ,12161.53762
KOR, LTU ,12121.76563
CHL, SVK ,12085.61437
BMU, LUX ,12055.5809
LIE, LUX ,12055.5809
MMR, LUX ,12055.5809
PRT, URY ,12029.57153
SVN, ESP ,12008.12763
TGO, ESP ,12001.72329
BOL, POL ,11953.68085
BMU, BHS ,11950.40298
ITA, ATG ,11919.32876
HTI, CYM ,11838.8783
NAM, TUR ,11830.94814
ZMB, TUR ,11830.94814
CHL, BLZ ,11802.15024
GHA, BLZ ,11802.15024
MWI, BLZ ,11802.15024
MUS, CYP ,11794.73357
PRI, CYP ,11794.73357
GNQ, AUS ,11713.99707
GRC, PRY ,11709.37332
JOR, PRY ,11709.37332
SGP, PRY ,11709.37332
VGB, URY ,11641.52083
ARM, COD ,11530.46738
KGZ, COD ,11530.46738
LTU, COD ,11530.46738
TUR, COD ,11530.46738
IND, LTU ,11515.67735
BGD, CHL ,11513.23922
BLR, CHL ,11513.23922
PRK, CHL ,11513.23922
NGA, DEU ,11498.21252
KHM, GRC ,11486.2345
BEN, SVK ,11481.33365
ZMB, SVK ,11481.33365
PLW, POL ,11475.53362
ALB, MEX ,11431.23545
KWT, MEX ,11431.23545
MDA, MEX ,11431.23545
MYS, GTM ,11423.51199
PAN, VUT ,11417.14286
PSE, MRT ,11361.42167
DJI, IRL ,11322.28511
TUR, IRL ,11322.28511
ESP, PAN ,11319.57368
SGP, PAN ,11319.57368
PHL, CYM ,11275.12219
SLE, CYM ,11275.12219
SWZ, CYM ,11275.12219
MYS, BOL ,11266.21413
CRI, HUN ,11229.86541
CMR, ZMB ,11139.82963
FSM, DEU ,11139.16026
MHL, DEU ,11139.16026
HTI, ATG ,11124.70684
MLT, HUN ,11106.4603
URY, KHM ,11062.01672
AND, GRC ,11061.80806
JAM, TUR ,11042.21827
AND, NOR ,10995.4988
ASM, NOR ,10995.4988
COM, NOR ,10995.4988
RWA, NOR ,10995.4988
UZB, NOR ,10995.4988
WSM, NOR ,10995.4988
SLB, SVK ,10877.05294
IND, HND ,10859.77695
SDN, FIN ,10814.69326
MNP, URY ,10809.98363
BRN, TUR ,10755.4074
GRD, BHS ,10755.36268
ASM, GRC ,10735.91344
BEN, GRC ,10735.91344
BHR, GRC ,10735.91344
UZB, GRC ,10735.91344
AFG, PRT ,10660.18579
COM, PRT ,10660.18579
PSE, PRT ,10660.18579
GRD, LCA ,10581.53132
LKA, LCA ,10581.53132
BRB, LUX ,10548.63329
NZL, LUX ,10548.63329
GRD, CYM ,10523.44738
NZL, PRY ,10508.41195
GTM, URY ,10477.36875
BLZ, HTI ,10443.17867
BOL, HTI ,10443.17867
VUT, SVK ,10433.91374
WSM, AUS ,10412.44184
BIH, PER ,10362.04028
MCO, PER ,10362.04028
AGO, NIC ,10354.93607
GIN, NIC ,10354.93607
MRT, NIC ,10354.93607
TJK, NIC ,10354.93607
TJK, SVK ,10272.77222
MWI, LSO ,10249.28525
CMR, POL ,10246.01216
CIV, HUN ,10180.92194
GNB, HUN ,10180.92194
MDV, DNK ,10128.36852
SVN, DNK ,10128.36852
MAR, CYP ,10109.77163
SLB, CYP ,10109.77163
TUR, CYP ,10109.77163
BLZ, FIN ,10093.71371
DMA, FIN ,10093.71371
LCA, FIN ,10093.71371
MDV, BEL ,10080.51303
FIN, HND ,10024.40949
EST, MEX ,10002.33102
GIN, MEX ,10002.33102
MAC, MEX ,10002.33102
MAR, MEX ,10002.33102
RWA, MEX ,10002.33102
VUT, BHS ,9958.669151
STP, PRY ,9907.931271
BLR, PAN ,9904.626966
ISL, PAN ,9904.626966
MAC, PAN ,9904.626966
MNP, PAN ,9904.626966
ETH, CHL ,9868.49076
GAB, CHL ,9868.49076
MKD, CHL ,9868.49076
PYF, CHL ,9868.49076
SAU, CHL ,9868.49076
UKR, CHL ,9868.49076
YEM, CHL ,9868.49076
UZB, ITA ,9830.12904
ATG, NOR ,9773.776714
LCA, NOR ,9773.776714
PNG, HND ,9745.953675
GRD, JPN ,9710.747606
LKA, JPN ,9710.747606
IRL, LTU ,9697.412505
LSO, TUR ,9679.866664
SYC, TUR ,9679.866664
KIR, SWE ,9671.564854
STP, BOL ,9656.754967
URY, BOL ,9656.754967
HKG, HUN ,9650.134946
ROM, BIH ,9574.823958
SGP, BIH ,9574.823958
CRI, POL ,9562.944683
IRQ, VEN ,9534.128596
OMN, VEN ,9534.128596
BMU, ECU ,9510.709474
CYP, ECU ,9510.709474
FRO, ECU ,9510.709474
GNB, ECU ,9510.709474
LAO, ECU ,9510.709474
MAC, ECU ,9510.709474
MNG, ECU ,9510.709474
MOZ, ECU ,9510.709474
NOR, ECU ,9510.709474
RUS, ECU ,9510.709474
SYC, ECU ,9510.709474
TUR, ECU ,9510.709474
TZA, ECU ,9510.709474
HTI, CZE ,9503.74206
BHS, HUN ,9502.193813
MNP, LKA ,9466.43115
LCA, ITA ,9458.973704
BFA, NZL ,9450.705742
CPV, NZL ,9450.705742
GIN, NZL ,9450.705742
NIC, NZL ,9450.705742
SMR, NZL ,9450.705742
ISR, BHS ,9389.602342
MNP, BHS ,9389.602342
BMU, ATG ,9365.18688
NLD, MEX ,9335.508953
LIE, HUN ,9255.383584
LSO, HUN ,9255.383584
MUS, POL ,9221.410945
NAM, POL ,9221.410945
PRY, CYM ,9208.016457
GUM, GRC ,9189.941906
IRL, BLZ ,9179.450184
JPN, BLZ ,9179.450184
BRN, SWE ,9162.535124
LCA, BHS ,9161.975619
FIN, URY ,9146.909225
NCL, URY ,9146.909225
IRQ, GTM ,9138.809591
RUS, CAF ,9111.437231
UKR, LTU ,9091.324223
NZL, HUN ,9070.275912
TUV, SVK ,9064.21078
DZA, CAF ,9057.523401
MOZ, LUX ,9041.685676
SYC, LUX ,9041.685676
TJK, LUX ,9041.685676
VCT, LUX ,9041.685676
DOM, BOL ,9012.971302
MLT, PER ,8980.434907
ATG, ECU ,8876.662176
GUY, ECU ,8876.662176
COG, NIC ,8875.659486
BWA, GRC ,8866.194471
KAZ, KHM ,8849.613373
SDN, LCA ,8817.942769
GNB, CAF ,8760.997338
GNB, JPN ,8739.672846
GNQ, JPN ,8739.672846
SLB, JPN ,8739.672846
